auc,              objective,eval_metric,random_seed,learning_rate,l2_leaf_reg,subsample,depth,border_count,grow_policy,iterations,max_leaves
0.8214698084968095,Logloss,AUC,42,0.0183832802841483,4.24348355935796,0.46645667943978464,7,179,SymmetricTree,100,
0.8202329546841862,Logloss,AUC,42,0.022197371375156698,7.506086982752238,0.4985207904832184,7,163,Lossguide,100,36.0
0.8181687732686171,Logloss,AUC,42,0.056760109593672996,4.765997993094675,0.5032417741208688,4,115,Lossguide,100,35.0
0.8125841870488708,Logloss,AUC,42,0.017690799297651848,7.218218593035701,0.4161246286908318,7,189,Lossguide,100,38.0
0.8115596993363285,Logloss,AUC,42,0.13006398059655944,3.2543493430739363,0.4617668425310167,7,116,Lossguide,100,36.0
0.8095791781193027,Logloss,AUC,42,0.013170692873638354,0.5752027889358136,0.41500951230739497,4,105,Lossguide,100,31.0
0.8089049368709771,Logloss,AUC,42,0.02064487712075052,6.962075362133327,0.5102350268103758,9,104,SymmetricTree,100,
0.8033856074228197,Logloss,AUC,42,0.07096769422521304,6.790706508269995,0.5605142396927283,8,101,Lossguide,100,36.0
0.8028992428179763,Logloss,AUC,42,0.018993458317642677,4.26475429859409,0.4961899133719879,7,188,SymmetricTree,100,
0.8027025278060702,Logloss,AUC,42,0.03554377919054776,4.149287407107407,0.4846275510577264,6,106,SymmetricTree,100,
0.8020681364264753,Logloss,AUC,42,0.05823274183423491,6.873305531259656,0.4594925751340779,4,94,SymmetricTree,100,
0.800145041895138,Logloss,AUC,42,0.03390705332190566,4.180363418309839,0.49449517666094633,7,194,SymmetricTree,100,
0.7952408011206142,Logloss,AUC,42,0.010166702269292822,5.218808643055742,0.48223215277266723,5,143,SymmetricTree,100,
0.7944801745858447,Logloss,AUC,42,0.010096150433886251,6.899097170549518,0.43390660781797413,4,110,SymmetricTree,100,
0.7943724427775142,Logloss,AUC,42,0.22464195887957317,5.716652078336704,0.47881365701375694,5,125,SymmetricTree,100,
0.7939889502409122,Logloss,AUC,42,0.03853319077433323,5.158711003679373,0.4454040839539991,6,130,Lossguide,100,31.0
0.7925357516998736,Logloss,AUC,42,0.14275259288932357,5.004861134571855,0.6800398259358305,6,183,Depthwise,100,
0.7919663173321986,Logloss,AUC,42,0.26803122159239184,5.709440848406047,0.47130681247307743,4,124,SymmetricTree,100,
0.7916473457934525,Logloss,AUC,42,0.0720473405748972,6.781895985694636,0.5622138863329199,8,97,Lossguide,100,36.0
0.7910795010603862,Logloss,AUC,42,0.1972745264139125,3.135809742530088,0.49214919556950765,9,187,SymmetricTree,100,
0.7903428825500196,Logloss,AUC,42,0.14912006483672552,7.017306243319583,0.4946393886991146,7,88,Depthwise,100,
0.7885914231382781,Logloss,AUC,42,0.01885754740856019,8.005557989585897,0.709603800762439,10,119,Lossguide,100,33.0
0.7884868251810331,Logloss,AUC,42,0.030129340689808666,3.7329961640495264,0.4348717677054342,4,140,SymmetricTree,100,
0.7875666356660667,Logloss,AUC,42,0.06631728779802888,1.330307989309678,0.8916040256161955,10,137,Lossguide,100,37.0
0.7869446979381767,Logloss,AUC,42,0.0254056858649176,3.024313214109262,0.5739941108894495,4,108,SymmetricTree,100,
0.7849516594840616,Logloss,AUC,42,0.011826125062591827,7.616702074062179,0.43987433755792527,4,109,Lossguide,100,46.0
0.7839020010429455,Logloss,AUC,42,0.08925996580361867,2.0356509858773197,0.46926848088306605,8,91,Lossguide,100,39.0
0.7835977268116093,Logloss,AUC,42,0.03797432018179278,5.092322414133822,0.4520161440299391,6,127,Lossguide,100,31.0
0.7832792276214328,Logloss,AUC,42,0.05431168108007,8.853505545299111,0.5228482555078529,8,166,SymmetricTree,100,
0.7824962826167587,Logloss,AUC,42,0.2596102445681904,9.888355646282516,0.5603707465883792,5,105,SymmetricTree,100,
0.7809726587207464,Logloss,AUC,42,0.21003658015694207,2.3254710140041857,0.6908697190218744,6,170,Depthwise,100,
0.7804038602069148,Logloss,AUC,42,0.05065405392654397,7.147002309987824,0.46299456199792977,6,86,SymmetricTree,100,
0.7803776085268073,Logloss,AUC,42,0.09339909177587008,1.3469549794654667,0.5212529187169619,5,128,Lossguide,100,41.0
0.780169330058577,Logloss,AUC,42,0.05587753617683519,0.4281867696292214,0.5119505112692811,4,100,Lossguide,100,48.0
0.7801243025228355,Logloss,AUC,42,0.08464468435259612,3.3774659963330107,0.6281318966066487,4,163,SymmetricTree,100,
0.7792753558892129,Logloss,AUC,42,0.03858496923346764,4.389838566729811,0.5475358402455579,7,181,SymmetricTree,100,
0.7792144320073855,Logloss,AUC,42,0.0559127381451829,6.6269305081296865,0.5582955638303587,9,103,SymmetricTree,100,
0.7787830324254938,Logloss,AUC,42,0.29871421946547705,3.8638308483183854,0.6860815752312103,4,131,Depthwise,100,
0.7773943912168164,Logloss,AUC,42,0.06144638561268105,2.564198644538894,0.46085125210961064,4,88,Lossguide,100,35.0
0.7772083948839854,Logloss,AUC,42,0.19270649587808167,5.304155161898958,0.44556939501853327,7,157,SymmetricTree,100,
0.7771988752435864,Logloss,AUC,42,0.02248067179496467,7.535015221744133,0.4815282305219304,7,158,Lossguide,100,43.0
0.7755876942733331,Logloss,AUC,42,0.17144463331374318,4.295810623043594,0.6362047028912967,5,120,SymmetricTree,100,
0.775241717113494,Logloss,AUC,42,0.03293154610821299,5.049562121428062,0.47859145759204047,7,146,Lossguide,100,34.0
0.774595553354169,Logloss,AUC,42,0.018379908429061478,4.28590964561139,0.4580315243490986,7,184,SymmetricTree,100,
0.7740564310475733,Logloss,AUC,42,0.16937023219219213,8.105852458019063,0.4514752154999492,7,148,Lossguide,100,44.0
0.7724546516305765,Logloss,AUC,42,0.22738684003092346,8.79763288328152,0.506619882120191,5,57,SymmetricTree,100,
0.7724494103781812,Logloss,AUC,42,0.02984963879965761,8.381708406113693,0.9293692795631823,4,99,SymmetricTree,100,
0.7709761097720635,Logloss,AUC,42,0.12802154706847593,4.8010164511517734,0.8120223488761208,5,135,Depthwise,100,
0.7682802802320525,Logloss,AUC,42,0.09832042496769111,8.574989414514455,0.5928288723162394,8,95,Lossguide,100,52.0
0.7677411942599621,Logloss,AUC,42,0.28735361356227074,4.630802458800405,0.551261586899419,9,114,Lossguide,100,31.0
0.7667972238112513,Logloss,AUC,42,0.027638201111325277,4.62450126588315,0.528699896665318,8,175,SymmetricTree,100,
0.7663794133343564,Logloss,AUC,42,0.13535653826387875,0.7284609266258336,0.7352157508535941,7,159,Depthwise,100,
0.7659082910545029,Logloss,AUC,42,0.25323170239071624,6.278040116789765,0.5213756494440723,6,137,SymmetricTree,100,
0.7658446330011488,Logloss,AUC,42,0.18407375861319064,4.004185558198806,0.7237700244152313,7,73,SymmetricTree,100,
0.7639566285183428,Logloss,AUC,42,0.02179289137449142,8.033550809477914,0.4988779715043738,7,151,Lossguide,100,37.0
0.7637310366583183,Logloss,AUC,42,0.019908319710798546,5.89019371917356,0.42351822303759684,5,143,SymmetricTree,100,
0.7607525973357796,Logloss,AUC,42,0.2431860646885117,9.560627331417342,0.5050541526561376,8,73,SymmetricTree,100,
0.7604265678193716,Logloss,AUC,42,0.010903235894774491,5.325969197356737,0.48070818744638283,5,178,SymmetricTree,100,
0.7604028868055168,Logloss,AUC,42,0.14192159050741499,3.817236836735971,0.5976058130348807,6,168,Depthwise,100,
0.7602839367186628,Logloss,AUC,42,0.04866739720252013,3.7065723113580535,0.5145672512054589,7,188,Lossguide,100,61.0
0.7592669702487257,Logloss,AUC,42,0.09828283529246713,6.164040453935799,0.5410356556880102,5,105,Lossguide,100,34.0
0.7584612525928303,Logloss,AUC,42,0.04486757094139569,4.154866266629423,0.48699522205596346,6,100,SymmetricTree,100,
0.7581137675510194,Logloss,AUC,42,0.27588323773629614,6.078307989774862,0.5832792888607164,5,95,Lossguide,100,56.0
0.7578257802617014,Logloss,AUC,42,0.02418537921865229,9.286167777291041,0.5089959949038179,8,73,SymmetricTree,100,
0.757710182032965,Logloss,AUC,42,0.0802033228896701,3.9083876534726545,0.49730094358589094,9,197,SymmetricTree,100,
0.757282188810949,Logloss,AUC,42,0.1514427782269948,3.2872969962782435,0.4029596558684989,8,199,Lossguide,100,48.0
0.7555697980760736,Logloss,AUC,42,0.10569179928286515,5.800946003760632,0.45043911153037136,5,50,Lossguide,100,53.0
0.7553184359681372,Logloss,AUC,42,0.10745533680505326,0.7958965792851078,0.8324923189670879,4,152,Lossguide,100,38.0
0.7544231446729546,Logloss,AUC,42,0.06259848015103199,6.56185382362751,0.5227979493325466,5,116,SymmetricTree,100,
0.7508397449201455,Logloss,AUC,42,0.11479757835099048,6.339726975913259,0.5087729241407153,7,122,Lossguide,100,39.0
0.7503993616318088,Logloss,AUC,42,0.0843572586885914,2.51732116180802,0.5464121920751092,6,101,Depthwise,100,
0.7477457891215072,Logloss,AUC,42,0.014884019639894336,4.062388620780073,0.41643501884481726,5,120,Lossguide,100,34.0
0.7461569447884111,Logloss,AUC,42,0.035774047334433644,3.479756936751086,0.5353740877546227,5,129,SymmetricTree,100,
0.7459501287840207,Logloss,AUC,42,0.06629694776994645,7.8987687917040565,0.5279273673763786,10,85,Depthwise,100,
0.7456220827025664,Logloss,AUC,42,0.02686827806478846,4.895498422931842,0.4027074194257942,5,111,SymmetricTree,100,
0.7450864666757359,Logloss,AUC,42,0.1814427812197446,7.159276939490996,0.44203083792214404,7,199,Lossguide,100,32.0
0.7434060866400639,Logloss,AUC,42,0.01635898555026981,0.05655774969720273,0.4047561807461441,4,110,Lossguide,100,33.0
0.7403155099504223,Logloss,AUC,42,0.2343989693593162,6.618808982860206,0.654141691472302,7,191,Depthwise,100,
0.7400030877062638,Logloss,AUC,42,0.17749941151597434,2.5664341814703304,0.7716719524158073,10,147,Lossguide,100,45.0
0.7385094397771561,Logloss,AUC,42,0.024774179732609668,3.2551187687188943,0.4135366942633898,7,183,Lossguide,100,38.0
0.7377487314897495,Logloss,AUC,42,0.04570381551289121,7.004199073386284,0.48818082200606205,4,174,SymmetricTree,100,
0.7364456307902667,Logloss,AUC,42,0.21000704141521379,2.937794003414207,0.7825341377418626,6,77,SymmetricTree,100,
0.7346621697629478,Logloss,AUC,42,0.0784566599731007,5.508799713318698,0.46719495730807303,4,107,Lossguide,100,41.0
0.7325764874038443,Logloss,AUC,42,0.053408763703615275,4.743248040110312,0.49860659436294696,4,94,Lossguide,100,34.0
0.7318153249351211,Logloss,AUC,42,0.039658514358057076,7.388935831308092,0.4251853153789115,4,92,SymmetricTree,100,
0.7316232516562722,Logloss,AUC,42,0.011148429636628963,4.514410911013105,0.45230398018866147,6,116,SymmetricTree,100,
0.7294697691102057,Logloss,AUC,42,0.04295599830006416,5.596580295597354,0.43352967513219537,6,133,Lossguide,100,31.0
0.7277383118436535,Logloss,AUC,42,0.07485553782937025,7.682010144028899,0.7459736820240848,7,173,Depthwise,100,
0.7261498036047317,Logloss,AUC,42,0.16043919302288512,5.985013133954326,0.4132974677306464,7,103,SymmetricTree,100,
0.7237610823874734,Logloss,AUC,42,0.1583787212454223,5.231464394923483,0.6561518319109618,6,121,Depthwise,100,
0.7224931444055326,Logloss,AUC,42,0.048088688030408167,8.82626510303134,0.5394364611653074,9,81,Lossguide,100,33.0
0.718550033049866,Logloss,AUC,42,0.1334002694196059,3.5992528379839506,0.952246440716207,8,171,Depthwise,100,
0.7158042889831454,Logloss,AUC,42,0.017073152812643207,3.579196025506792,0.40082182109408154,7,189,Lossguide,100,37.0
0.7148976885731759,Logloss,AUC,42,0.07393919675303796,1.4253986063315387,0.5766423083524577,9,125,Lossguide,100,44.0
0.7093758338768974,Logloss,AUC,42,0.04268260138908932,1.770558830358219,0.6127492350089329,8,96,Lossguide,100,64.0
0.7048724262816488,Logloss,AUC,42,0.11712937558414226,4.41684394751711,0.9648183807908081,4,82,Lossguide,100,36.0
0.7004338212766724,Logloss,AUC,42,0.2107179694989571,2.003757408190291,0.4269660076546989,6,67,Lossguide,100,40.0
0.6955261105568888,Logloss,AUC,42,0.03138261489856814,7.2941022216156846,0.4670771470469172,8,112,Lossguide,100,42.0
0.6948334477143562,Logloss,AUC,42,0.06361995441787652,2.9367443734572336,0.601977124216551,4,115,Lossguide,100,36.0
0.6702186189051047,Logloss,AUC,42,0.028959670011989763,0.019557680033226443,0.403690271991844,4,111,Lossguide,100,31.0
